duration,director_facebook_likes,actor_1_facebook_likes,budget,title_year,actor_2_facebook_likes,aspect_ratio,Action,Adventure,Biography,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Approved,G,GP,M,NC-17,Not Rated,Passed,R,TV-14,TV-G,TV-PG,Unrated,X,Color
-0.3525231891749824,-0.24999855267700957,-0.31570313796591964,0.5786151093813378,0.6272701389808967,-0.29915039129814275,0.29781823425904247,1.7690219662478994,2.026384044207209,-0.2499631567310651,-0.7719059960611793,-0.4716442383355312,-0.13336626734231613,-0.9936401954063818,2.675090390488715,-0.033328704667986674,-0.21338613519021174,-0.3582254996607566,-0.20397664601097112,-0.17235370127540192,-0.32791291789197646,-0.02356041124585535,-0.52717704118668,-0.3814910622397275,0.0,-0.19030844390866536,-0.6449392086662884,-0.21480328837981327,-0.1437643094458485,-0.10725636657371364,-0.15818130418254767,-0.02356041124585535,-0.033328704667986674,-0.04410810913912309,-0.2555529859054692,-0.050027800947380255,-0.8694635574536134,-0.016657415116319237,-0.028859498045343858,-0.028859498045343858,-0.09901475429766743,-0.05532320173283699,0.2083634806937882
-0.9538130923692183,-0.12477925771481262,-0.38953534421803143,-0.28608479064932113,-0.10454502316347661,-0.3383673053112991,-0.4049326785177368,-0.5652841056128902,-0.49348987071758865,-0.2499631567310651,1.2954945357371501,-0.4716442383355312,-0.13336626734231613,-0.9936401954063818,-0.37381914403920713,-0.033328704667986674,-0.21338613519021174,-0.3582254996607566,-0.20397664601097112,-0.17235370127540192,-0.32791291789197646,-0.02356041124585535,-0.52717704118668,-0.3814910622397275,0.0,-0.19030844390866536,-0.6449392086662884,-0.21480328837981327,-0.1437643094458485,-0.10725636657371364,-0.15818130418254767,-0.02356041124585535,-0.033328704667986674,-0.04410810913912309,-0.2555529859054692,-0.050027800947380255,1.1501344609872861,-0.016657415116319237,-0.028859498045343858,-0.028859498045343858,-0.09901475429766743,-0.05532320173283699,0.2083634806937882
0.46351310801719503,-0.22857065193481546,-0.43242594444285276,-0.35260016757475643,0.5459573431870774,-0.4411156200257688,-0.4049326785177368,-0.5652841056128902,-0.49348987071758865,-0.2499631567310651,-0.7719059960611793,-0.4716442383355312,-0.13336626734231613,1.0064005105902716,-0.37381914403920713,-0.033328704667986674,-0.21338613519021174,-0.3582254996607566,-0.20397664601097112,-0.17235370127540192,-0.32791291789197646,-0.02356041124585535,1.8968959606985,-0.3814910622397275,0.0,-0.19030844390866536,-0.6449392086662884,-0.21480328837981327,-0.1437643094458485,-0.10725636657371364,-0.15818130418254767,-0.02356041124585535,-0.033328704667986674,-0.04410810913912309,-0.2555529859054692,-0.050027800947380255,1.1501344609872861,-0.016657415116319237,-0.028859498045343858,-0.028859498045343858,-0.09901475429766743,-0.05532320173283699,0.2083634806937882
0.5064623868167833,-0.20613831834533097,0.3760807366279725,-0.32599401680458234,-0.34848341054493437,-0.2241153624863035,0.29781823425904247,-0.5652841056128902,-0.49348987071758865,-0.2499631567310651,-0.7719059960611793,2.120242162883356,-0.13336626734231613,1.0064005105902716,-0.37381914403920713,-0.033328704667986674,-0.21338613519021174,-0.3582254996607566,-0.20397664601097112,-0.17235370127540192,-0.32791291789197646,-0.02356041124585535,-0.52717704118668,-0.3814910622397275,0.0,-0.19030844390866536,-0.6449392086662884,-0.21480328837981327,-0.1437643094458485,-0.10725636657371364,-0.15818130418254767,-0.02356041124585535,-0.033328704667986674,-0.04410810913912309,-0.2555529859054692,-0.050027800947380255,1.1501344609872861,-0.016657415116319237,-0.028859498045343858,-0.028859498045343858,-0.09901475429766743,-0.05532320173283699,0.2083634806937882
-0.3525231891749824,-0.1093779540563606,0.31319129348307323,0.844676617083079,0.9525213221561737,0.3144635899610442,0.29781823425904247,1.7690219662478994,2.026384044207209,-0.2499631567310651,-0.7719059960611793,-0.4716442383355312,-0.13336626734231613,-0.9936401954063818,-0.37381914403920713,-0.033328704667986674,-0.21338613519021174,-0.3582254996607566,-0.20397664601097112,-0.17235370127540192,-0.32791291789197646,-0.02356041124585535,-0.52717704118668,-0.3814910622397275,0.0,-0.19030844390866536,-0.6449392086662884,-0.21480328837981327,-0.1437643094458485,-0.10725636657371364,-0.15818130418254767,-0.02356041124585535,-0.033328704667986674,-0.04410810913912309,-0.2555529859054692,-0.050027800947380255,-0.8694635574536134,-0.016657415116319237,-0.028859498045343858,-0.028859498045343858,-0.09901475429766743,-0.05532320173283699,0.2083634806937882
-0.39547246797457064,-0.2171870796655248,-0.37859258111081895,-0.32599401680458234,-0.34848341054493437,-0.2479069569876184,0.29781823425904247,-0.5652841056128902,-0.49348987071758865,-0.2499631567310651,1.2954945357371501,-0.4716442383355312,-0.13336626734231613,1.0064005105902716,-0.37381914403920713,-0.033328704667986674,-0.21338613519021174,-0.3582254996607566,-0.20397664601097112,-0.17235370127540192,-0.32791291789197646,-0.02356041124585535,1.8968959606985,-0.3814910622397275,0.0,-0.19030844390866536,-0.6449392086662884,-0.21480328837981327,-0.1437643094458485,-0.10725636657371364,-0.15818130418254767,-0.02356041124585535,-0.033328704667986674,-0.04410810913912309,-0.2555529859054692,-0.050027800947380255,1.1501344609872861,-0.016657415116319237,-0.028859498045343858,-0.028859498045343858,-0.09901475429766743,-0.05532320173283699,0.2083634806937882
-0.5672695831729238,-0.15189894459165207,5.02989952935052,1.8424072709646087,0.3833317515994389,2.406032337329385,0.29781823425904247,-0.5652841056128902,-0.49348987071758865,-0.2499631567310651,1.2954945357371501,-0.4716442383355312,-0.13336626734231613,-0.9936401954063818,2.675090390488715,-0.033328704667986674,-0.21338613519021174,-0.3582254996607566,-0.20397664601097112,-0.17235370127540192,-0.32791291789197646,-0.02356041124585535,-0.52717704118668,-0.3814910622397275,0.0,-0.19030844390866536,-0.6449392086662884,-0.21480328837981327,-0.1437643094458485,-0.10725636657371364,-0.15818130418254767,-0.02356041124585535,-0.033328704667986674,-0.04410810913912309,-0.2555529859054692,-0.050027800947380255,-0.8694635574536134,-0.016657415116319237,-0.028859498045343858,-0.028859498045343858,-0.09901475429766743,-0.05532320173283699,0.2083634806937882
0.034020320021312195,5.106976632871523,0.5647490660626704,0.17952284782872596,-0.02323222736965736,-0.20842859688104096,0.29781823425904247,1.7690219662478994,-0.49348987071758865,-0.2499631567310651,-0.7719059960611793,2.120242162883356,-0.13336626734231613,1.0064005105902716,-0.37381914403920713,-0.033328704667986674,-0.21338613519021174,-0.3582254996607566,-0.20397664601097112,-0.17235370127540192,3.049590136395381,-0.02356041124585535,-0.52717704118668,-0.3814910622397275,0.0,-0.19030844390866536,1.5505337349049766,-0.21480328837981327,-0.1437643094458485,-0.10725636657371364,-0.15818130418254767,-0.02356041124585535,-0.033328704667986674,-0.04410810913912309,-0.2555529859054692,-0.050027800947380255,1.1501344609872861,-0.016657415116319237,-0.028859498045343858,-0.028859498045343858,-0.09901475429766743,-0.05532320173283699,0.2083634806937882
-0.4384217467741589,-0.22388329864746048,0.2503018503381739,-0.3858578560374741,-1.0802985726893077,-0.3367986287507729,-0.4049326785177368,-0.5652841056128902,-0.49348987071758865,-0.2499631567310651,1.2954945357371501,-0.4716442383355312,-0.13336626734231613,1.0064005105902716,-0.37381914403920713,-0.033328704667986674,-0.21338613519021174,-0.3582254996607566,-0.20397664601097112,-0.17235370127540192,-0.32791291789197646,-0.02356041124585535,-0.52717704118668,-0.3814910622397275,0.0,-0.19030844390866536,-0.6449392086662884,-0.21480328837981327,-0.1437643094458485,-0.10725636657371364,-0.15818130418254767,-0.02356041124585535,-0.033328704667986674,-0.04410810913912309,-0.2555529859054692,-0.050027800947380255,-0.8694635574536134,-0.016657415116319237,-0.028859498045343858,-0.028859498045343858,-0.09901475429766743,-0.05532320173283699,0.2083634806937882
0.9789044536122544,-0.20647312929442774,1.3823118269463612,-0.020023282947579938,-0.34848341054493437,-0.435886698157348,-0.4049326785177368,1.7690219662478994,2.026384044207209,-0.2499631567310651,-0.7719059960611793,-0.4716442383355312,-0.13336626734231613,-0.9936401954063818,-0.37381914403920713,-0.033328704667986674,-0.21338613519021174,-0.3582254996607566,-0.20397664601097112,-0.17235370127540192,-0.32791291789197646,-0.02356041124585535,-0.52717704118668,-0.3814910622397275,0.0,-0.19030844390866536,-0.6449392086662884,-0.21480328837981327,-0.1437643094458485,-0.10725636657371364,-0.15818130418254767,-0.02356041124585535,-0.033328704667986674,-0.04410810913912309,-0.2555529859054692,-0.050027800947380255,-0.8694635574536134,-0.016657415116319237,-0.028859498045343858,-0.028859498045343858,-0.09901475429766743,-0.05532320173283699,0.2083634806937882
